statement,url,text,source,category,label,dataset_name,update_date,source_type
"Education Statistics: Comprehensive education statistics for the year 2020 including enrollment, teachers, schools, and examination data across all regions and education levels.",https://esmis.moe.go.tz,"Education data from Ministry of Education Tanzania: Comprehensive education statistics for the year 2020 including enrollment, teachers, schools, and examination data across all regions and education levels.",Ministry of Education Tanzania,education,verified,,,
"Education Statistics: BEST 2021 National DataEXCEL•1.6 MBComplete database of education statistics for 2021 with detailed breakdown by region, ownership, level, and gender for schools, teachers, and students.Oct 20, 2021BESTPreviewDownload",https://esmis.moe.go.tz/dashboard,"Education data from Ministry of Education Tanzania: BEST 2021 National DataEXCEL•1.6 MBComplete database of education statistics for 2021 with detailed breakdown by region, ownership, level, and gender for schools, teachers, and students.Oct 20, 2021BESTPreviewDownload",Ministry of Education Tanzania,education,verified,,,
"Education Statistics: Complete database of education statistics for 2021 with detailed breakdown by region, ownership, level, and gender for schools, teachers, and students.",https://esmis.moe.go.tz,"Education data from Ministry of Education Tanzania: Complete database of education statistics for 2021 with detailed breakdown by region, ownership, level, and gender for schools, teachers, and students.",Ministry of Education Tanzania,education,verified,,,
"Education Statistics: BEST 2022 National DataEXCEL•1.6 MBAnnual education sector data for 2022 covering enrollment trends, teacher qualifications, school infrastructure, and academic performance indicators.Oct 20, 2022BESTPreviewDownload",https://esmis.moe.go.tz/dashboard,"Education data from Ministry of Education Tanzania: BEST 2022 National DataEXCEL•1.6 MBAnnual education sector data for 2022 covering enrollment trends, teacher qualifications, school infrastructure, and academic performance indicators.Oct 20, 2022BESTPreviewDownload",Ministry of Education Tanzania,education,verified,,,
"Education Statistics: Annual education sector data for 2022 covering enrollment trends, teacher qualifications, school infrastructure, and academic performance indicators.",https://esmis.moe.go.tz,"Education data from Ministry of Education Tanzania: Annual education sector data for 2022 covering enrollment trends, teacher qualifications, school infrastructure, and academic performance indicators.",Ministry of Education Tanzania,education,verified,,,
"Education Statistics: BEST 2023 National DataEXCEL•5.0 MBComprehensive education statistics for 2023 including student enrollment, teacher distribution, school facilities, and examination results by region and level.Oct 20, 2023BESTPreviewDownload",https://esmis.moe.go.tz/dashboard,"Education data from Ministry of Education Tanzania: BEST 2023 National DataEXCEL•5.0 MBComprehensive education statistics for 2023 including student enrollment, teacher distribution, school facilities, and examination results by region and level.Oct 20, 2023BESTPreviewDownload",Ministry of Education Tanzania,education,verified,,,
"Education Statistics: Comprehensive education statistics for 2023 including student enrollment, teacher distribution, school facilities, and examination results by region and level.",https://esmis.moe.go.tz,"Education data from Ministry of Education Tanzania: Comprehensive education statistics for 2023 including student enrollment, teacher distribution, school facilities, and examination results by region and level.",Ministry of Education Tanzania,education,verified,,,
"Education Statistics: BEST 2024 National DataEXCEL•1.7 MBLatest education sector statistics for 2024 with complete data on enrollment, teachers, schools, examination performance, and key educational indicators.Oct 20, 2024BESTPreviewDownload",https://esmis.moe.go.tz/dashboard,"Education data from Ministry of Education Tanzania: BEST 2024 National DataEXCEL•1.7 MBLatest education sector statistics for 2024 with complete data on enrollment, teachers, schools, examination performance, and key educational indicators.Oct 20, 2024BESTPreviewDownload",Ministry of Education Tanzania,education,verified,,,
"Education Statistics: Latest education sector statistics for 2024 with complete data on enrollment, teachers, schools, examination performance, and key educational indicators.",https://esmis.moe.go.tz,"Education data from Ministry of Education Tanzania: Latest education sector statistics for 2024 with complete data on enrollment, teachers, schools, examination performance, and key educational indicators.",Ministry of Education Tanzania,education,verified,,,
"Education Statistics: ESMISEducation Sector Management Information SystemMinistry of Education, Science and Technology🇹🇿 Official Government Platform©2026ESMIS - United Republic of Tanzania. All rights reserved.Privacy PolicyTerms of ServiceContact Support",https://esmis.moe.go.tz/dashboard,"Education data from Ministry of Education Tanzania: ESMISEducation Sector Management Information SystemMinistry of Education, Science and Technology🇹🇿 Official Government Platform©2026ESMIS - United Republic of Tanzania. All rights reserved.Privacy PolicyTerms of ServiceContact Support",Ministry of Education Tanzania,education,verified,,,
"Demographic Data: HURUmap Tanzaniagives infomediaries like journalists and Civic activists an easy 'plug & play' toolkit for finding and embedding interactive data visualizations into their storytellingThis project is built on software originally created by theKnight Labin the U.S.A. for theirCensusReporter.orgproject, which has been repurposed byOpenUpandMedia Monitoring AfricaforWazimapin South Africa and by Code for Africa for HURUmap inKenya,Tanzania,UgandaandZimbabwe.This site is anopenAFRICAproject ofCode for Africa. All content is released under aCreative Commons 4 Attribution license. Reuse it to help empower your own community. The code is available onGitHuband data is available on​openAFRICA​.",https://tanzania.hurumap.org/about,"Demographic data from HURUmap Tanzania: HURUmap Tanzaniagives infomediaries like journalists and Civic activists an easy 'plug & play' toolkit for finding and embedding interactive data visualizations into their storytellingThis project is built on software originally created by theKnight Labin the U.S.A. for theirCensusReporter.orgproject, which has been repurposed byOpenUpandMedia Monitoring AfricaforWazimapin South Africa and by Code for Africa for HURUmap inKenya,Tanzania,UgandaandZimbabwe.This site is anopenAFRICAproject ofCode for Africa. All content is released under aCreative Commons 4 Attribution license. Reuse it to help empower your own community. The code is available onGitHuband data is available on​openAFRICA​.",HURUmap Tanzania,demographics,verified,,,
Tanzania BIF: 0.8664,https://www.bot.go.tz,BoT financial data: Tanzania BIF: 0.8664,Bank of Tanzania (BoT),financial,verified,,,
Tanzania EUR: 3025.4193,https://www.bot.go.tz,BoT financial data: Tanzania EUR: 3025.4193,Bank of Tanzania (BoT),financial,verified,,,
Tanzania GBP: 3475.3919,https://www.bot.go.tz,BoT financial data: Tanzania GBP: 3475.3919,Bank of Tanzania (BoT),financial,verified,,,
Tanzania JPY: 16.183,https://www.bot.go.tz,BoT financial data: Tanzania JPY: 16.183,Bank of Tanzania (BoT),financial,verified,,,
Tanzania KES: 19.9541,https://www.bot.go.tz,BoT financial data: Tanzania KES: 19.9541,Bank of Tanzania (BoT),financial,verified,,,
Tanzania RWF: 1.7641,https://www.bot.go.tz,BoT financial data: Tanzania RWF: 1.7641,Bank of Tanzania (BoT),financial,verified,,,
Tanzania UGX: 0.6897,https://www.bot.go.tz,BoT financial data: Tanzania UGX: 0.6897,Bank of Tanzania (BoT),financial,verified,,,
Tanzania USD: 2586.0495,https://www.bot.go.tz,BoT financial data: Tanzania USD: 2586.0495,Bank of Tanzania (BoT),financial,verified,,,
Tanzania GOLD: 12242099.75,https://www.bot.go.tz,BoT financial data: Tanzania GOLD: 12242099.75,Bank of Tanzania (BoT),financial,verified,,,
Tanzania ZAR: 156.3002,https://www.bot.go.tz,BoT financial data: Tanzania ZAR: 156.3002,Bank of Tanzania (BoT),financial,verified,,,
Tanzania Trade Date: 4/1/2026,https://www.bot.go.tz,BoT financial data: Tanzania Trade Date: 4/1/2026,Bank of Tanzania (BoT),financial,verified,,,
"Tanzania Volume

                                            (Million TZS): 41,800.00",https://www.bot.go.tz,"BoT financial data: Tanzania Volume

                                            (Million TZS): 41,800.00",Bank of Tanzania (BoT),financial,verified,,,
Tanzania HIGH: 6.50,https://www.bot.go.tz,BoT financial data: Tanzania HIGH: 6.50,Bank of Tanzania (BoT),financial,verified,,,
Tanzania LOW: 6.00,https://www.bot.go.tz,BoT financial data: Tanzania LOW: 6.00,Bank of Tanzania (BoT),financial,verified,,,
Tanzania WAR: 6.02,https://www.bot.go.tz,BoT financial data: Tanzania WAR: 6.02,Bank of Tanzania (BoT),financial,verified,,,
Tanzania Trade Date: 13/Apr/2026,https://www.bot.go.tz,BoT financial data: Tanzania Trade Date: 13/Apr/2026,Bank of Tanzania (BoT),financial,verified,,,
"Tanzania Volume

                                            (Million TZS): 0",https://www.bot.go.tz,"BoT financial data: Tanzania Volume

                                            (Million TZS): 0",Bank of Tanzania (BoT),financial,verified,,,
Tanzania HIGH: 0,https://www.bot.go.tz,BoT financial data: Tanzania HIGH: 0,Bank of Tanzania (BoT),financial,verified,,,
Tanzania LOW: 0,https://www.bot.go.tz,BoT financial data: Tanzania LOW: 0,Bank of Tanzania (BoT),financial,verified,,,
Tanzania WAR: 0,https://www.bot.go.tz,BoT financial data: Tanzania WAR: 0,Bank of Tanzania (BoT),financial,verified,,,
Tanzania 14 (12/22/2025): 5.75,https://www.bot.go.tz,BoT financial data: Tanzania 14 (12/22/2025): 5.75,Bank of Tanzania (BoT),financial,verified,,,
Tanzania 2 (9/29/2025): 4.789,https://www.bot.go.tz,BoT financial data: Tanzania 2 (9/29/2025): 4.789,Bank of Tanzania (BoT),financial,verified,,,
Tanzania 7 (3/28/2024): 5,https://www.bot.go.tz,BoT financial data: Tanzania 7 (3/28/2024): 5,Bank of Tanzania (BoT),financial,verified,,,
Tanzania 6 (6/30/2023): 3,https://www.bot.go.tz,BoT financial data: Tanzania 6 (6/30/2023): 3,Bank of Tanzania (BoT),financial,verified,,,
Tanzania 30 (5/2/2023): 3,https://www.bot.go.tz,BoT financial data: Tanzania 30 (5/2/2023): 3,Bank of Tanzania (BoT),financial,verified,,,
Tanzania 8 (12/23/2013): 5.5,https://www.bot.go.tz,BoT financial data: Tanzania 8 (12/23/2013): 5.5,Bank of Tanzania (BoT),financial,verified,,,
Tanzania 4 (12/23/2013): 5,https://www.bot.go.tz,BoT financial data: Tanzania 4 (12/23/2013): 5,Bank of Tanzania (BoT),financial,verified,,,
Tanzania 10 (12/20/2013): 5,https://www.bot.go.tz,BoT financial data: Tanzania 10 (12/20/2013): 5,Bank of Tanzania (BoT),financial,verified,,,
Tanzania 7 (4/9/2026): 5.75,https://www.bot.go.tz,BoT financial data: Tanzania 7 (4/9/2026): 5.75,Bank of Tanzania (BoT),financial,verified,,,
Tanzania 1 (1/7/2026): 5.9495,https://www.bot.go.tz,BoT financial data: Tanzania 1 (1/7/2026): 5.9495,Bank of Tanzania (BoT),financial,verified,,,
Tanzania 6 (12/18/2025): 5.75,https://www.bot.go.tz,BoT financial data: Tanzania 6 (12/18/2025): 5.75,Bank of Tanzania (BoT),financial,verified,,,
Tanzania 2 (11/4/2025): 6.3862,https://www.bot.go.tz,BoT financial data: Tanzania 2 (11/4/2025): 6.3862,Bank of Tanzania (BoT),financial,verified,,,
Tanzania 3 (9/8/2025): 6.58,https://www.bot.go.tz,BoT financial data: Tanzania 3 (9/8/2025): 6.58,Bank of Tanzania (BoT),financial,verified,,,
Tanzania 14 (10/7/2024): 8,https://www.bot.go.tz,BoT financial data: Tanzania 14 (10/7/2024): 8,Bank of Tanzania (BoT),financial,verified,,,
Tanzania 30 (1/14/2022): 6.5,https://www.bot.go.tz,BoT financial data: Tanzania 30 (1/14/2022): 6.5,Bank of Tanzania (BoT),financial,verified,,,
The Bank of Tanzania is empowered by the National Payment Systems (NPS) Act 2015,https://www.bot.go.tz,BoT content data: The Bank of Tanzania is empowered by the National Payment Systems (NPS) Act 2015,Bank of Tanzania (BoT),financial,verified,,,
"The Bank is mandated under the Bank of Tanzania Act, 2006 to have the sole right to issue banknotes and coins in and for Tanzania, which shall be the only",https://www.bot.go.tz,"BoT content data: The Bank is mandated under the Bank of Tanzania Act, 2006 to have the sole right to issue banknotes and coins in and for Tanzania, which shall be the only",Bank of Tanzania (BoT),financial,verified,,,
"2025#Publications - Tanzania InvestmentMonday, April 13, 2026The Zanzibar Microfinance Service (Community Microfinance Groups) Regulations, 2025#Publications - RegulationsMonday, April 13, 2026The Zanzibar Microfinance Service (Savings and Credit Cooperative Societies) Regulations, 2025#Publications - RegulationsMonday, April 13, 2026The Zanzibar Microfinance Service (Non-Deposit Taking Microfinance Service Providers) Regulations, 2025#Publications - RegulationsMonday, April 13, 2026The Zanzibar Microfinance Service Act, No",https://www.bot.go.tz,"BoT content data: 2025#Publications - Tanzania InvestmentMonday, April 13, 2026The Zanzibar Microfinance Service (Community Microfinance Groups) Regulations, 2025#Publications - RegulationsMonday, April 13, 2026The Zanzibar Microfinance Service (Savings and Credit Cooperative Societies) Regulations, 2025#Publications - RegulationsMonday, April 13, 2026The Zanzibar Microfinance Service (Non-Deposit Taking Microfinance Service Providers) Regulations, 2025#Publications - RegulationsMonday, April 13, 2026The Zanzibar Microfinance Service Act, No",Bank of Tanzania (BoT),financial,verified,,,
"BANK OF TANZANIA×HomeAbout UsThe Bank's historyMandateMission and Vision, Core valuesBoard of DirectorsOrganization StructureCore FunctionsMonetary PolicyFinancial Sector SupervisionPayment & Settlement systemsCurrencyBanking ServicesFinancial MarketsPublicationsMonthly Economic ReviewQuarterly Economic BulletinMonetary Policy StatementFinancial StabilityTanzania InvestmentZanzibar InvestmentConference of Financial InstitutionsWorking Papers SeriesTanzania Tourism Sector Survey ReportGilman Rutihinda Memorial LecturesResearch NewsletterSpeechesMonthly Statements Of Financial PositionAnnual Financial StatementsBank and Acquirer CodesAnnual ReportsConsolidated Zonal Economic ReportActsRegulationsCircularsGuidelinesFinancial Sector Supervision Annual ReportProceduresRulesAgreementCode of ConductsAnniversaryFrameworksMonetary policy reportQuarterly Statistical BulletinForeign Exchange DerivativesStrategic PlansBOT NewsletterStatisticsMonthlyQuarterlyCalendar YearFiscal YearAdvertisementsCareer OpportunitiesTendersScholarshipsPublic NoticesKiswahiliCopyright © 2022 Bank of TanzaniaAll right reserved",https://www.bot.go.tz/EconomicData,"BoT content data: BANK OF TANZANIA×HomeAbout UsThe Bank's historyMandateMission and Vision, Core valuesBoard of DirectorsOrganization StructureCore FunctionsMonetary PolicyFinancial Sector SupervisionPayment & Settlement systemsCurrencyBanking ServicesFinancial MarketsPublicationsMonthly Economic ReviewQuarterly Economic BulletinMonetary Policy StatementFinancial StabilityTanzania InvestmentZanzibar InvestmentConference of Financial InstitutionsWorking Papers SeriesTanzania Tourism Sector Survey ReportGilman Rutihinda Memorial LecturesResearch NewsletterSpeechesMonthly Statements Of Financial PositionAnnual Financial StatementsBank and Acquirer CodesAnnual ReportsConsolidated Zonal Economic ReportActsRegulationsCircularsGuidelinesFinancial Sector Supervision Annual ReportProceduresRulesAgreementCode of ConductsAnniversaryFrameworksMonetary policy reportQuarterly Statistical BulletinForeign Exchange DerivativesStrategic PlansBOT NewsletterStatisticsMonthlyQuarterlyCalendar YearFiscal YearAdvertisementsCareer OpportunitiesTendersScholarshipsPublic NoticesKiswahiliCopyright © 2022 Bank of TanzaniaAll right reserved",Bank of Tanzania (BoT),financial,verified,,,
Bank of Tanzania publishes: BOT Act 2006,https://www.bot.go.tz/BOTAct2006.pdf,BoT publication: BOT Act 2006,Bank of Tanzania (BoT),financial,verified,,,
Bank of Tanzania publishes: Client Service Charter,https://www.bot.go.tz/Adverts/PressRelease/en/2023070516020901.pdf,BoT publication: Client Service Charter,Bank of Tanzania (BoT),financial,verified,,,
Bank of Tanzania publishes: Bank and Acquirer Codes,https://www.bot.go.tz/Publications/NPS/BankSortCodes.xlsx,BoT publication: Bank and Acquirer Codes,Bank of Tanzania (BoT),financial,verified,,,
"Tanzania Revenue AuthorityISO 9001: 2015 CERTIFIED""Together We Build Our Nation""",https://www.tra.go.tz/news/tra-shines-in-third-quarter-revenue-collections-surpass-targets-at-remarkable-pace,"TRA news data: Tanzania Revenue AuthorityISO 9001: 2015 CERTIFIED""Together We Build Our Nation""",Tanzania Revenue Authority (TRA),revenue,verified,,,
Import ProceduresExport ProceduresTemporary ImportationPre – Arrival DeclarationSingle Customs Territory (SCT)One Stop Border Post (OSBP)Customs LicensesReturning ResidentTrading across bordersExport Processing Zone (EPZ)Public Officials Import Duty and Excise Duty RemissionValue Added Tax (VAT) DefermentAuthorized Economic Operators (AEOs)Import duty for some Items During the Importation (List of Eight (8) Items)TariffLicensed Customs Agents,https://www.tra.go.tz/news/tra-shines-in-third-quarter-revenue-collections-surpass-targets-at-remarkable-pace,TRA news data: Import ProceduresExport ProceduresTemporary ImportationPre – Arrival DeclarationSingle Customs Territory (SCT)One Stop Border Post (OSBP)Customs LicensesReturning ResidentTrading across bordersExport Processing Zone (EPZ)Public Officials Import Duty and Excise Duty RemissionValue Added Tax (VAT) DefermentAuthorized Economic Operators (AEOs)Import duty for some Items During the Importation (List of Eight (8) Items)TariffLicensed Customs Agents,Tanzania Revenue Authority (TRA),revenue,verified,,,
"Tanzania’s Revenue Authority (TRA) has delivered another standout performance, exceeding its revenue collection targets in the third quarter of the 2025/26 financial year an…",https://www.tra.go.tz/news/all,"TRA news data: Tanzania’s Revenue Authority (TRA) has delivered another standout performance, exceeding its revenue collection targets in the third quarter of the 2025/26 financial year an…",Tanzania Revenue Authority (TRA),revenue,verified,,,
CAG COMMENDS ROBUST REVENUE ACHIEVEMENTS IN 2024/25,https://www.tra.go.tz/news/tra-shines-in-third-quarter-revenue-collections-surpass-targets-at-remarkable-pace,TRA news data: CAG COMMENDS ROBUST REVENUE ACHIEVEMENTS IN 2024/25,Tanzania Revenue Authority (TRA),revenue,verified,,,
"Whenever you buy, demand receipt""Together We Build Our Nation""Quick LinksOne Stop Border Post (OSBP)Corporation TaxSkills Development Levy (SDL)Pre – Arrival DeclarationReturning ResidentWithholding taxAuthorized Economic Operators (AEOs)Stamp DutyImport ProceduresPublic Officials Import Duty and Excise Duty RemissionRelated LinksMinistry of FinanceMinistry of Industry and TradeInstitute of Tax AdministrationTanzania Ports AuthorityTanzania Investment CenterBRELAContact UsCommissioner GeneralTanzania Revenue Authority,Postcode:28 Edward Sokoine Drive,11105 Mchafukoge,Ilala CBD, P",https://www.tra.go.tz/news/all,"TRA news data: Whenever you buy, demand receipt""Together We Build Our Nation""Quick LinksOne Stop Border Post (OSBP)Corporation TaxSkills Development Levy (SDL)Pre – Arrival DeclarationReturning ResidentWithholding taxAuthorized Economic Operators (AEOs)Stamp DutyImport ProceduresPublic Officials Import Duty and Excise Duty RemissionRelated LinksMinistry of FinanceMinistry of Industry and TradeInstitute of Tax AdministrationTanzania Ports AuthorityTanzania Investment CenterBRELAContact UsCommissioner GeneralTanzania Revenue Authority,Postcode:28 Edward Sokoine Drive,11105 Mchafukoge,Ilala CBD, P",Tanzania Revenue Authority (TRA),revenue,verified,TRA_News,2026-04-13,government
"Copyrights © 2026,Tanzania Revenue Authority- All Rights Reserved",https://www.tra.go.tz/news/tra-shines-in-third-quarter-revenue-collections-surpass-targets-at-remarkable-pace,"TRA news data: Copyrights © 2026,Tanzania Revenue Authority- All Rights Reserved",Tanzania Revenue Authority (TRA),revenue,verified,,,
"Whenever you buy, demand receipt""Together We Build Our Nation""Quick LinksPay As You EarnEFD/VFD SuppliersElectronic Tax Stamp (ETS)Single Customs Territory (SCT)Corporation TaxExport ProceduresMotor Vehicle RegistrationInterest, Penalties & OffencesCustoms LicensesE-Fiscal Devices (EFD)Related LinksMinistry of FinanceMinistry of Industry and TradeInstitute of Tax AdministrationTanzania Ports AuthorityTanzania Investment CenterBRELAContact UsCommissioner GeneralTanzania Revenue Authority,Postcode:28 Edward Sokoine Drive,11105 Mchafukoge,Ilala CBD, P",https://www.tra.go.tz/news/commissioner-general-reaffirms-tras-commitment-to-taxpayer-rights-and-engagement,"TRA news data: Whenever you buy, demand receipt""Together We Build Our Nation""Quick LinksPay As You EarnEFD/VFD SuppliersElectronic Tax Stamp (ETS)Single Customs Territory (SCT)Corporation TaxExport ProceduresMotor Vehicle RegistrationInterest, Penalties & OffencesCustoms LicensesE-Fiscal Devices (EFD)Related LinksMinistry of FinanceMinistry of Industry and TradeInstitute of Tax AdministrationTanzania Ports AuthorityTanzania Investment CenterBRELAContact UsCommissioner GeneralTanzania Revenue Authority,Postcode:28 Edward Sokoine Drive,11105 Mchafukoge,Ilala CBD, P",Tanzania Revenue Authority (TRA),revenue,verified,TRA_News,2026-04-13,government
"Whenever you buy, demand receipt""Together We Build Our Nation""Quick LinksImport ProceduresExport Processing Zone (EPZ)Income Tax for IndividualsWithholding taxCapital Gains taxSkills Development Levy (SDL)Value Added Tax (VAT)Electronic Tax Stamp (ETS)Motor Vehicle RegistrationCorporate PlanRelated LinksMinistry of FinanceMinistry of Industry and TradeInstitute of Tax AdministrationTanzania Ports AuthorityTanzania Investment CenterBRELAContact UsCommissioner GeneralTanzania Revenue Authority,Postcode:28 Edward Sokoine Drive,11105 Mchafukoge,Ilala CBD, P",https://www.tra.go.tz/news/commissioner-general-reaffirms-tras-commitment-to-taxpayer-rights-and-engagement,"TRA news data: Whenever you buy, demand receipt""Together We Build Our Nation""Quick LinksImport ProceduresExport Processing Zone (EPZ)Income Tax for IndividualsWithholding taxCapital Gains taxSkills Development Levy (SDL)Value Added Tax (VAT)Electronic Tax Stamp (ETS)Motor Vehicle RegistrationCorporate PlanRelated LinksMinistry of FinanceMinistry of Industry and TradeInstitute of Tax AdministrationTanzania Ports AuthorityTanzania Investment CenterBRELAContact UsCommissioner GeneralTanzania Revenue Authority,Postcode:28 Edward Sokoine Drive,11105 Mchafukoge,Ilala CBD, P",Tanzania Revenue Authority (TRA),revenue,verified,TRA_News,2026-04-13,government
"Whenever you buy, demand receipt""Together We Build Our Nation""Quick LinksStarting BusinessCapital Gains taxStamp DutyPre – Arrival DeclarationValue Added Tax (VAT) DefermentOne Stop Border Post (OSBP)About TRAElectronic Tax Stamp (ETS)Temporary ImportationImport duty for some Items During the Importation (List of Eight (8) Items)Related LinksMinistry of FinanceMinistry of Industry and TradeInstitute of Tax AdministrationTanzania Ports AuthorityTanzania Investment CenterBRELAContact UsCommissioner GeneralTanzania Revenue Authority,Postcode:28 Edward Sokoine Drive,11105 Mchafukoge,Ilala CBD, P",https://www.tra.go.tz/news/commissioner-general-reaffirms-tras-commitment-to-taxpayer-rights-and-engagement,"TRA news data: Whenever you buy, demand receipt""Together We Build Our Nation""Quick LinksStarting BusinessCapital Gains taxStamp DutyPre – Arrival DeclarationValue Added Tax (VAT) DefermentOne Stop Border Post (OSBP)About TRAElectronic Tax Stamp (ETS)Temporary ImportationImport duty for some Items During the Importation (List of Eight (8) Items)Related LinksMinistry of FinanceMinistry of Industry and TradeInstitute of Tax AdministrationTanzania Ports AuthorityTanzania Investment CenterBRELAContact UsCommissioner GeneralTanzania Revenue Authority,Postcode:28 Edward Sokoine Drive,11105 Mchafukoge,Ilala CBD, P",Tanzania Revenue Authority (TRA),revenue,verified,TRA_News,2026-04-13,government
"Tanzania’s Revenue Authority (TRA) has delivered another standout performance, exceeding its revenue collection targets in the third quarter of the 2025/26 financial year an outcome that underscores the growing strength of the country’s tax systems and ongoing institutional reforms",https://www.tra.go.tz/news/tra-shines-in-third-quarter-revenue-collections-surpass-targets-at-remarkable-pace,"TRA news data: Tanzania’s Revenue Authority (TRA) has delivered another standout performance, exceeding its revenue collection targets in the third quarter of the 2025/26 financial year an outcome that underscores the growing strength of the country’s tax systems and ongoing institutional reforms",Tanzania Revenue Authority (TRA),revenue,verified,,,
"4 per cent, a clear indication of disciplined revenue mobilisation and strengthened tax administration systems,” Mr Mwenda said",https://www.tra.go.tz/news/tra-shines-in-third-quarter-revenue-collections-surpass-targets-at-remarkable-pace,"TRA news data: 4 per cent, a clear indication of disciplined revenue mobilisation and strengthened tax administration systems,” Mr Mwenda said",Tanzania Revenue Authority (TRA),revenue,verified,,,
"These figures point to an exceptional pace of revenue collection, reflecting not only improved compliance among taxpayers but also intensified efforts by the Authority to seal loopholes associated with tax evasion",https://www.tra.go.tz/news/tra-shines-in-third-quarter-revenue-collections-surpass-targets-at-remarkable-pace,"TRA news data: These figures point to an exceptional pace of revenue collection, reflecting not only improved compliance among taxpayers but also intensified efforts by the Authority to seal loopholes associated with tax evasion",Tanzania Revenue Authority (TRA),revenue,verified,,,
Revenue growth has also remained robust,https://www.tra.go.tz/news/tra-shines-in-third-quarter-revenue-collections-surpass-targets-at-remarkable-pace,TRA news data: Revenue growth has also remained robust,Tanzania Revenue Authority (TRA),revenue,verified,,,
"In the third quarter of the current financial year, collections rose by 23",https://www.tra.go.tz/news/tra-shines-in-third-quarter-revenue-collections-surpass-targets-at-remarkable-pace,"TRA news data: In the third quarter of the current financial year, collections rose by 23",Tanzania Revenue Authority (TRA),revenue,verified,,,
This consistent performance across all three months highlights a sustained and stable revenue trajectory,https://www.tra.go.tz/news/tra-shines-in-third-quarter-revenue-collections-surpass-targets-at-remarkable-pace,TRA news data: This consistent performance across all three months highlights a sustained and stable revenue trajectory,Tanzania Revenue Authority (TRA),revenue,verified,,,
"Economic analysts attribute these gains largely to the increased use of technology in tax administration, improved collaboration between TRA and taxpayers, and stricter enforcement measures against tax evasion",https://www.tra.go.tz/news/tra-shines-in-third-quarter-revenue-collections-surpass-targets-at-remarkable-pace,"TRA news data: Economic analysts attribute these gains largely to the increased use of technology in tax administration, improved collaboration between TRA and taxpayers, and stricter enforcement measures against tax evasion",Tanzania Revenue Authority (TRA),revenue,verified,,,
Taxpayer education initiatives have also played a critical role in enhancing voluntary compliance and fostering a broader understanding of the importance of paying taxes,https://www.tra.go.tz/news/tra-shines-in-third-quarter-revenue-collections-surpass-targets-at-remarkable-pace,TRA news data: Taxpayer education initiatives have also played a critical role in enhancing voluntary compliance and fostering a broader understanding of the importance of paying taxes,Tanzania Revenue Authority (TRA),revenue,verified,,,
"This places the Authority firmly on track to meet, and potentially exceed, its full-year revenue targets",https://www.tra.go.tz/news/tra-shines-in-third-quarter-revenue-collections-surpass-targets-at-remarkable-pace,"TRA news data: This places the Authority firmly on track to meet, and potentially exceed, its full-year revenue targets",Tanzania Revenue Authority (TRA),revenue,verified,,,
"In another positive development, the efficiency of tax administration continues to improve, with the cost of collection remaining low at 2",https://www.tra.go.tz/news/tra-shines-in-third-quarter-revenue-collections-surpass-targets-at-remarkable-pace,"TRA news data: In another positive development, the efficiency of tax administration continues to improve, with the cost of collection remaining low at 2",Tanzania Revenue Authority (TRA),revenue,verified,,,
This indicates that TRA is able to generate higher revenues while utilising relatively fewer resources—an important marker of operational efficiency,https://www.tra.go.tz/news/tra-shines-in-third-quarter-revenue-collections-surpass-targets-at-remarkable-pace,TRA news data: This indicates that TRA is able to generate higher revenues while utilising relatively fewer resources—an important marker of operational efficiency,Tanzania Revenue Authority (TRA),revenue,verified,,,
"Meanwhile, the tax-to-GDP ratio has risen to 14",https://www.tra.go.tz/news/tra-shines-in-third-quarter-revenue-collections-surpass-targets-at-remarkable-pace,"TRA news data: Meanwhile, the tax-to-GDP ratio has risen to 14",Tanzania Revenue Authority (TRA),revenue,verified,,,
"7 per cent, signalling the increasing role of domestic revenue mobilisation as a cornerstone of Tanzania’s economic development",https://www.tra.go.tz/news/tra-shines-in-third-quarter-revenue-collections-surpass-targets-at-remarkable-pace,"TRA news data: 7 per cent, signalling the increasing role of domestic revenue mobilisation as a cornerstone of Tanzania’s economic development",Tanzania Revenue Authority (TRA),revenue,verified,,,
"Whenever you buy, demand receipt""Together We Build Our Nation""Quick LinksStarting BusinessPre – Arrival DeclarationTrading across bordersPublic Officials Import Duty and Excise Duty RemissionReturning ResidentStamp DutyGaming taxCorporation TaxValue Added Tax (VAT) DefermentOne Stop Border Post (OSBP)Related LinksMinistry of FinanceMinistry of Industry and TradeInstitute of Tax AdministrationTanzania Ports AuthorityTanzania Investment CenterBRELAContact UsCommissioner GeneralTanzania Revenue Authority,Postcode:28 Edward Sokoine Drive,11105 Mchafukoge,Ilala CBD, P",https://www.tra.go.tz/news/tra-shines-in-third-quarter-revenue-collections-surpass-targets-at-remarkable-pace,"TRA news data: Whenever you buy, demand receipt""Together We Build Our Nation""Quick LinksStarting BusinessPre – Arrival DeclarationTrading across bordersPublic Officials Import Duty and Excise Duty RemissionReturning ResidentStamp DutyGaming taxCorporation TaxValue Added Tax (VAT) DefermentOne Stop Border Post (OSBP)Related LinksMinistry of FinanceMinistry of Industry and TradeInstitute of Tax AdministrationTanzania Ports AuthorityTanzania Investment CenterBRELAContact UsCommissioner GeneralTanzania Revenue Authority,Postcode:28 Edward Sokoine Drive,11105 Mchafukoge,Ilala CBD, P",Tanzania Revenue Authority (TRA),revenue,verified,TRA_News,2026-04-13,government
